name,description,latitude,longitude,state,image_url,type
Cape Nome Mining District Discovery Sites,Cape Nome Mining District Discovery SitesMore images,,,Alaska,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Nome_prospectors%2C1900.jpg/330px-Nome_prospectors%2C1900.jpg,manmade
Chaluka Site,Chaluka Site,,,Alaska,https://upload.wikimedia.org/wikipedia/commons/d/df/Chaluka_Site.jpg,manmade
Chilkoot Trail and Dyea Site,Chilkoot Trail and Dyea SiteMore images,,,Alaska,https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Chilkoot-trail.jpg/330px-Chilkoot-trail.jpg,manmade
Church of the Holy Ascension,Church of the Holy AscensionMore images,,,Alaska,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Unalaska_church.jpg/330px-Unalaska_church.jpg,manmade
Dry Creek Archeological Site,Dry Creek Archeological Site,,,Alaska,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Dry_Creek_Site_%2820537070012%29.jpg/330px-Dry_Creek_Site_%2820537070012%29.jpg,manmade
"Dutch Harbor Naval Operating Base and Fort Mears, U.S. Army","Dutch Harbor Naval Operating Base and Fort Mears, U.S. ArmyMore images",,,Alaska,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/DutchHarborMarines.jpg/330px-DutchHarborMarines.jpg,manmade
Eagle Historic District,Eagle Historic District,,,Alaska,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Steamer_landing_and_rocky_bluff_on_Yukon_River%2C_at_Eagle%2C_Alaska.jpg/330px-Steamer_landing_and_rocky_bluff_on_Yukon_River%2C_at_Eagle%2C_Alaska.jpg,manmade
Fort Durham Site,Upload image,,,Alaska,,manmade
Fort Glenn,Fort Glenn,,,Alaska,,manmade
Fort William H. Seward,Fort William H. SewardMore images,,,Alaska,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Haines_Alaska_June_2012_a.JPG/330px-Haines_Alaska_June_2012_a.JPG,manmade
Gallagher Flint Station Archeological Site,Gallagher Flint Station Archeological Site,,,Alaska,https://upload.wikimedia.org/wikipedia/commons/a/ad/Gallagher_Flint_Station_Archeological_Site.jpg,manmade
Holy Assumption Orthodox Church,Holy Assumption Orthodox ChurchMore images,,,Alaska,,manmade
Ipiutak site,Ipiutak site,,,Alaska,https://upload.wikimedia.org/wikipedia/commons/f/fa/Ipiutak_Site.jpg,manmade
Iyatayet site,Iyatayet siteMore images,,,Alaska,https://upload.wikimedia.org/wikipedia/commons/2/23/Iyatayet_Site.jpg,manmade
Kake Cannery,Kake CanneryMore images,,,Alaska,https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Kake_Salmon_Cannery%2C_540_Keku_Road%2C_Kake_%28Wrangell-Petersburg_Census_Area%2C_Alaska%29.jpg/330px-Kake_Salmon_Cannery%2C_540_Keku_Road%2C_Kake_%28Wrangell-Petersburg_Census_Area%2C_Alaska%29.jpg,manmade
Kennecott Mines,Kennecott MinesMore images,,,Alaska,https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Kennicott8.jpg/330px-Kennicott8.jpg,manmade
Kijik Archeological District,Kijik Archeological DistrictMore images,,,Alaska,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Kijik_Archaeological_District_%2820357937598%29.jpg/330px-Kijik_Archaeological_District_%2820357937598%29.jpg,manmade
"Japanese Occupation Site, Kiska Island","Japanese Occupation Site, Kiska Island",,,Alaska,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/JapaneseKiska.jpg/330px-JapaneseKiska.jpg,manmade
Kodiak Naval Operating Base and Forts Greely and Abercrombie,Kodiak Naval Operating Base and Forts Greely and AbercrombieMore images,,,Alaska,https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Kodiak_Island_Air_Station_1.jpg/330px-Kodiak_Island_Air_Station_1.jpg,manmade
Ladd Field,Ladd FieldMore images,,,Alaska,https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/FBK.png/330px-FBK.png,manmade
Leffingwell Camp Site,Leffingwell Camp SiteMore images,,,Alaska,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Leffingwell.jpg/330px-Leffingwell.jpg,manmade
New Russia Site,Upload image,,,Alaska,,manmade
Old Sitka,Old Sitka,,,Alaska,,manmade
Onion Portage Archeological District,Onion Portage Archeological DistrictMore images,,,Alaska,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Giddings_Cabin_and_Cache.jpg/330px-Giddings_Cabin_and_Cache.jpg,manmade
Palugvik Site,Upload image,,,Alaska,,manmade
Russian-American Building No. 29,Russian-American Building No. 29More images,,,Alaska,https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Russian-American_29.jpg/330px-Russian-American_29.jpg,manmade
Russian-American Magazin,Russian-American MagazinMore images,,,Alaska,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Russian-American_Magazine_%2819925068093%29.jpg/330px-Russian-American_Magazine_%2819925068093%29.jpg,manmade
Russian Bishop's House,Russian Bishop's HouseMore images,,,Alaska,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Russian_Bishop_House_August_2005.JPG/330px-Russian_Bishop_House_August_2005.JPG,manmade
St. Michael's Cathedral,St. Michael's CathedralMore images,,,Alaska,,manmade
Seal Island Historic District,Seal Island Historic District,,,Alaska,https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Saint_Paul_Island_Alaska_aerial_view.jpg/330px-Saint_Paul_Island_Alaska_aerial_view.jpg,manmade
Sheldon Jackson School,Sheldon Jackson SchoolMore images,,,Alaska,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Richard_Allen_Memorial_Hall.jpg/330px-Richard_Allen_Memorial_Hall.jpg,manmade
Sitka Naval Operating Base and U.S. Army Coastal Defenses,Sitka Naval Operating Base and U.S. Army Coastal DefensesMore images,,,Alaska,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Sitka_Naval_Operating_Base_buildings.jpg/330px-Sitka_Naval_Operating_Base_buildings.jpg,manmade
Sitka Spruce Plantation,Sitka Spruce Plantation,,,Alaska,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/SitkaSprucePlantation.png/330px-SitkaSprucePlantation.png,manmade
Skagway Historic District and White Pass,Skagway Historic District and White Pass,,,Alaska,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Golden_North_Hotel%2C_Skagway%2C_Alaska.jpg/330px-Golden_North_Hotel%2C_Skagway%2C_Alaska.jpg,manmade
George C. Thomas Memorial Library,George C. Thomas Memorial LibraryMore images,,,Alaska,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/George_C._Thomas_Memorial_Library%2C_901_1st_Ave.%2C_Fairbanks%2C_Alaska.jpg/330px-George_C._Thomas_Memorial_Library%2C_901_1st_Ave.%2C_Fairbanks%2C_Alaska.jpg,manmade
Three Saints Bay Site,Three Saints Bay Site,,,Alaska,,manmade
Wales Site,Wales Site,,,Alaska,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Wales_Site.jpg/330px-Wales_Site.jpg,manmade
Walrus Islands Archeological District,Walrus Islands Archeological District,,,Alaska,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Round_Island-1.jpg/330px-Round_Island-1.jpg,manmade
Yukon Island Main Site,Yukon Island Main Site,,,Alaska,https://upload.wikimedia.org/wikipedia/commons/9/9e/Yukon_Island_Main_Site.jpg,manmade
Klondike Gold Rush National Historical Park,,,,Alaska,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Centro_hist%C3%B3rico_de_Skagway%2C_Alaska%2C_Estados_Unidos%2C_2017-08-18%2C_DD_29.jpg/330px-Centro_hist%C3%B3rico_de_Skagway%2C_Alaska%2C_Estados_Unidos%2C_2017-08-18%2C_DD_29.jpg,manmade
Sitka National Historical Park,,,,Alaska,https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Native_Alaskan_Totem_Pole.JPG/330px-Native_Alaskan_Totem_Pole.JPG,manmade
Gambell Sites[12],,,,Alaska,,manmade
Sourdough Lodge[12],,,,Alaska,,manmade
Air Force Facility Missile Site 8(Titan II ICBM Site 571-7),Air Force Facility Missile Site 8More images,,,Arizona,,manmade
Apache Pass and Fort Bowie,Apache Pass and Fort BowieMore images,,,Arizona,,manmade
Awatovi Ruins,Awatovi Ruins,,,Arizona,https://upload.wikimedia.org/wikipedia/commons/d/dd/Awatovi_Ruins.jpg,manmade
Casa Malpais Site,Casa Malpais SiteMore images,,,Arizona,https://upload.wikimedia.org/wikipedia/commons/1/13/Casa_Malpais_Kiva.jpg,manmade
Mary Jane Colter buildings,Mary Jane Colter buildingsMore images,,,Arizona,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/HopiHouse1.JPG/330px-HopiHouse1.JPG,manmade
Desert Laboratory,Desert LaboratoryMore images,,,Arizona,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Desert_Lab%2C_Tucson.jpg/330px-Desert_Lab%2C_Tucson.jpg,manmade
Double Adobe site,Double Adobe site,,,Arizona,https://upload.wikimedia.org/wikipedia/commons/5/54/AZDoubleAdobeSite.jpg,manmade
El Tovar,El TovarMore images,,,Arizona,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/El_Tovar_Grand_Canyon_Village_09_2017_5284.jpg/330px-El_Tovar_Grand_Canyon_Village_09_2017_5284.jpg,manmade
Fort Apache and Theodore Roosevelt School,Fort Apache and Theodore Roosevelt School,,,Arizona,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Fort_Apache_Post_Office_Sept_13_2012.jpg/330px-Fort_Apache_Post_Office_Sept_13_2012.jpg,manmade
Fort Huachuca,Fort HuachucaMore images,,,Arizona,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Old_Fort_Huachuca.jpg/330px-Old_Fort_Huachuca.jpg,manmade
Gatlin Site,Gatlin Site,,,Arizona,https://upload.wikimedia.org/wikipedia/en/thumb/8/80/Gatlin_Site_excavation.jpg/330px-Gatlin_Site_excavation.jpg,manmade
Hoover Dam,Hoover DamMore images,,,Arizona,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Ansel_Adams_-_National_Archives_79-AAB-01.jpg/330px-Ansel_Adams_-_National_Archives_79-AAB-01.jpg,manmade
Hubbell Trading Post,Hubbell Trading PostMore images,,,Arizona,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Hubtradepost.jpg/330px-Hubtradepost.jpg,manmade
Jerome Historic District,Jerome Historic DistrictMore images,,,Arizona,https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Jerome_Grand_Hotel_%28Jerome%2C_Arizona%29.jpg/330px-Jerome_Grand_Hotel_%28Jerome%2C_Arizona%29.jpg,manmade
Kinishba Ruins,Kinishba Ruins,,,Arizona,,manmade
Klagetoh (Leegito) Chapter House,Upload image,,,Arizona,,manmade
Lehner Mammoth-Kill Site,Lehner Mammoth-Kill SiteMore images,,,Arizona,https://upload.wikimedia.org/wikipedia/en/thumb/1/1f/Lehner_Clovis_bison-mammoth.jpg/330px-Lehner_Clovis_bison-mammoth.jpg,manmade
Los Santos Ángeles de Guevavi,Los Santos Ángeles de GuevaviMore images,,,Arizona,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Los_Santos_Angeles_de_Guevavi.jpg/330px-Los_Santos_Angeles_de_Guevavi.jpg,manmade
Lowell Observatory,Lowell ObservatoryMore images,,,Arizona,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Clark_dome.jpg/330px-Clark_dome.jpg,manmade
C. Hart Merriam Base Camp Site,C. Hart Merriam Base Camp Site,,,Arizona,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Merriam_meadow_NHL.jpg/330px-Merriam_meadow_NHL.jpg,manmade
Murray Springs Clovis Site,Murray Springs Clovis SiteMore images,,,Arizona,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Murray_Springs_Clovis_site%2C_ramada_1.JPG/330px-Murray_Springs_Clovis_site%2C_ramada_1.JPG,manmade
Navajo Nation Council Chamber,Navajo Nation Council ChamberMore images,,,Arizona,https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Navajo_Nation_Council_Chambers_6809.jpg/330px-Navajo_Nation_Council_Chambers_6809.jpg,manmade
Old Oraibi,Old OraibiMore images,,,Arizona,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/A_distant_view_in_the_Hopi_pueblo_of_Oraibi_from_the_southwest%2C_Arizona%2C_ca.1898_%28CHS-4594%29.jpg/330px-A_distant_view_in_the_Hopi_pueblo_of_Oraibi_from_the_southwest%2C_Arizona%2C_ca.1898_%28CHS-4594%29.jpg,manmade
Painted Desert Community Complex Historic District,Painted Desert Community Complex Historic DistrictMore images,,,Arizona,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Painted_Desert_VC_NPS.jpg/330px-Painted_Desert_VC_NPS.jpg,manmade
Painted Desert Inn,Painted Desert InnMore images,,,Arizona,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/PaintedDesertInn.JPG/330px-PaintedDesertInn.JPG,manmade
Phelps Dodge General Office Building,Phelps Dodge General Office BuildingMore images,,,Arizona,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/BisbeeMiningandHistoricalMuseum.jpg/330px-BisbeeMiningandHistoricalMuseum.jpg,manmade
Point of Pines Sites,Point of Pines Sites,,,Arizona,https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/M_Cutler_Pt_of_Pines_1957.jpg/330px-M_Cutler_Pt_of_Pines_1957.jpg,manmade
Pueblo Grande Ruin and Irrigation Sites,Pueblo Grande Ruin and Irrigation SitesMore images,,,Arizona,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Arizona_Pueblo_Grande_279.JPG/330px-Arizona_Pueblo_Grande_279.JPG,manmade
Sage Memorial Hospital School of Nursing,Upload image,,,Arizona,https://upload.wikimedia.org/wikipedia/en/thumb/9/9b/Sage_Memorial_Hospital.jpg/330px-Sage_Memorial_Hospital.jpg,manmade
San Bernardino Ranch,San Bernardino RanchMore images,,,Arizona,https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/San_Bern_NHL_HQ.jpg/330px-San_Bern_NHL_HQ.jpg,manmade
San Cayetano de Calabazas,San Cayetano de CalabazasMore images,,,Arizona,,manmade
San Xavier del Bac Mission,San Xavier del Bac MissionMore images,,,Arizona,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/San_Xavier_del_Bac_in_overcast_weather.jpg/330px-San_Xavier_del_Bac_in_overcast_weather.jpg,manmade
Sierra Bonita Ranch,Sierra Bonita RanchMore images,,,Arizona,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Sierra_Bonita_Ranch.jpg/330px-Sierra_Bonita_Ranch.jpg,manmade
Snaketown,SnaketownMore images,,,Arizona,https://upload.wikimedia.org/wikipedia/en/thumb/2/28/Excavated_Ballcourt_at_Snaketown.jpg/330px-Excavated_Ballcourt_at_Snaketown.jpg,manmade
Taliesin West,Taliesin WestMore images,,,Arizona,https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Taliesin_West_Complex_DSCN2137.jpg/330px-Taliesin_West_Complex_DSCN2137.jpg,manmade
Tombstone Historic District,Tombstone Historic District,,,Arizona,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Allen_Street_Tombstone.jpg/330px-Allen_Street_Tombstone.jpg,manmade
Tumacacori Museum,Tumacacori MuseumMore images,,,Arizona,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Tumacacori_NHP_church_1.JPG/330px-Tumacacori_NHP_church_1.JPG,manmade
Ventana Cave,Ventana Cave,,,Arizona,https://upload.wikimedia.org/wikipedia/commons/5/5a/Ventana_Cave.jpg,manmade
Winona Site,Upload image,,,Arizona,,manmade
Yuma Crossing and Associated Sites,Yuma Crossing and Associated SitesMore images,,,Arizona,https://upload.wikimedia.org/wikipedia/commons/9/9a/Yuma_Crossing_and_RR_bridge_in_1886.jpg,manmade
Roosevelt Dam,,,,Arizona,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Roosevelt_Dam%2C_Arizona.jpg/330px-Roosevelt_Dam%2C_Arizona.jpg,manmade
Arkansas Post,Arkansas PostMore images,,,Arkansas,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Arkansas_Post_National_Memorial_005.jpg/330px-Arkansas_Post_National_Memorial_005.jpg,manmade
Daisy Bates House,Daisy Bates House,,,Arkansas,https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Daisy_Bates_House.JPG/330px-Daisy_Bates_House.JPG,manmade
Bathhouse Row,Bathhouse RowMore images,,,Arkansas,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Hots_Springs_National_Park_aerial.jpg/330px-Hots_Springs_National_Park_aerial.jpg,manmade
Beginning Point of the Louisiana Purchase Land Survey,Beginning Point of the Louisiana Purchase Land SurveyMore images,,,Arkansas,,manmade
Camden Expedition Sites,Camden Expedition SitesMore images,,,Arkansas,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Tower_Building_of_the_Little_Rock_Arsenal.jpg/330px-Tower_Building_of_the_Little_Rock_Arsenal.jpg,manmade
Centennial Baptist Church,Centennial Baptist ChurchMore images,,,Arkansas,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Centennial_Baptist_Church%2C_Helena-West_Helena%2C_AR.jpg/330px-Centennial_Baptist_Church%2C_Helena-West_Helena%2C_AR.jpg,manmade
City of Oakland(USSHoga) (Tug),City of Oakland(USSHoga) (Tug)More images,,,Arkansas,,manmade
Eaker Site,Eaker SiteMore images,,,Arkansas,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Eaker_Site_overview.jpg/330px-Eaker_Site_overview.jpg,manmade
Fort Smith,Fort SmithMore images,,,Arkansas,,manmade
Little Rock Central High School,Little Rock Central High SchoolMore images,,,Arkansas,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Facade_of_Central_High_School_-_Little_Rock_-_Arkansas_-_USA_-_01.jpg/330px-Facade_of_Central_High_School_-_Little_Rock_-_Arkansas_-_USA_-_01.jpg,manmade
Menard–Hodges site,Menard–Hodges site,,,Arkansas,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Menard-Hodges2.jpg/330px-Menard-Hodges2.jpg,manmade
Nodena site,Nodena siteMore images,,,Arkansas,https://upload.wikimedia.org/wikipedia/commons/b/b0/Nodena_Site_fields.jpg,manmade
Old State House,Old State HouseMore images,,,Arkansas,,manmade
Joseph Taylor Robinson House,Joseph Taylor Robinson House,,,Arkansas,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Joseph_Taylor_Robinson_House.JPG/330px-Joseph_Taylor_Robinson_House.JPG,manmade
Rohwer Relocation Center Memorial Cemetery,Rohwer Relocation Center Memorial CemeteryMore images,,,Arkansas,https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Rohwer_War_Relocation_Center_010.jpg/330px-Rohwer_War_Relocation_Center_010.jpg,manmade
Toltec Mounds Site,Toltec Mounds SiteMore images,,,Arkansas,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Toltec_Mounds_Archeological_Site_Overview_HRoe_2013.jpg/330px-Toltec_Mounds_Archeological_Site_Overview_HRoe_2013.jpg,manmade
Pea Ridge National Military Park,,,,Arkansas,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Elkhorn_Tavern_Confederate_Approach.jpg/330px-Elkhorn_Tavern_Confederate_Approach.jpg,manmade
"The Abbey, Joaquin Miller House","The Abbey, Joaquin Miller HouseMore images",,,California,,manmade
The Ahwahnee,The AhwahneeMore images,,,California,https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Ahwahnee_Hotel_Half_Dome.jpg/330px-Ahwahnee_Hotel_Half_Dome.jpg,manmade
Alcatraz Island,Alcatraz IslandMore images,,,California,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Alcatraz_2021.jpg/330px-Alcatraz_2021.jpg,manmade
Alma(scow schooner),Alma(scow schooner)More images,,,California,,manmade
Angelus Temple,Angelus TempleMore images,,,California,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Angelus_Temple_Dream_Center_Service.jpg/330px-Angelus_Temple_Dream_Center_Service.jpg,manmade
Juan de Anza House,Juan de Anza HouseMore images,,,California,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Casa_de_Anza_4256.jpg/330px-Casa_de_Anza_4256.jpg,manmade
